start_date,incident_type,receiver_country,receiver_region,receiver_category,initiator_country,initiator_category,data_theft,has_disruption,disruption,hijacking,economic_impact,impact_indicator_value
2021-01-01,Data theft; Hijacking with Misuse,United States; Europe (region); North America; United States; Israel,NATO; NORTHAM -  -  - NATO; NORTHAM - ASIA; MENA; MEA,Critical infrastructure - Science - Science - Critical infrastructure - State institutions / political system; Critical infrastructure; Education,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2022-06-22,Data theft; Hijacking with Misuse,Mexico; Mexico, - ,Social groups - Social groups; Social groups,Mexico,State; State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2023-04-06,Disruption,Israel,ASIA; MENA; MEA,Media,Not available,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-03-30,Data theft; Hijacking with Misuse; Ransomware,Not available; United Kingdom; Not available; Not available; United Kingdom, - EUROPE; NATO; NORTHEU -  -  - EUROPE; NATO; NORTHEU,Social groups - Critical infrastructure - Social groups - State institutions / political system - Social groups,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2022-01-01,Hijacking without Misuse,India,ASIA; SASIA; SCO,State institutions / political system,Pakistan,"Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-04-11,Disruption; Hijacking with Misuse,Canada,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,8.0
2023-04-14,Disruption,Israel; Israel,ASIA; MENA; MEA - ASIA; MENA; MEA,Critical infrastructure - Critical infrastructure,Not available,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-04-13,Data theft; Hijacking with Misuse; Ransomware,Not available; United States, - NATO; NORTHAM,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-02-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2022-10-24,Data theft; Hijacking with Misuse,Africa; NATO (region); EU (region), -  - ,State institutions / political system; State institutions / political system - State institutions / political system; State institutions / political system - State institutions / political system; State institutions / political system,Russia,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2023-04-10,Disruption; Hijacking with Misuse,Russia,EUROPE; EASTEU; CSTO; SCO,State institutions / political system; Critical infrastructure,Ukraine,State,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,6.0
2022-07-01,Data theft; Hijacking with Misuse,Africa,,Critical infrastructure,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,5.0
2023-03-01,Data theft; Hijacking with Misuse,Russia; Russia,EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO,State institutions / political system - State institutions / political system,Ukraine,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,11.0
2022-06-01,Hijacking without Misuse; Ransomware,Middle East (region); North America; Asia (region), -  - ,Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure,Not available,Non-state-group,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",Not available,5.0
2023-04-01,Disruption; Hijacking with Misuse; Ransomware,Germany,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Not available,6.0
2023-04-01,Data theft & Doxing; Disruption; Hijacking with Misuse,Germany; Luxembourg; United States; Belgium,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - NATO; NORTHAM - EUROPE; EU(MS); NATO; WESTEU,International / supranational organization - International / supranational organization - International / supranational organization - International / supranational organization,Russia,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Short-term disruption (< 24h; incident scores 1 point in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2023-03-30,Disruption; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2023-03-08,Disruption; Hijacking with Misuse,Cyprus,EUROPE; EU(MS); MEA,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2023-03-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,Chile,SOUTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2023-03-13,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2022-07-01,Disruption; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,"Iran, Islamic Republic of; Iran, Islamic Republic of","Non-state actor, state-affiliation suggested; Unknown - not attributed",Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2023-04-09,Disruption; Hijacking with Misuse,Israel,ASIA; MENA; MEA,Critical infrastructure,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
